,prediction
107,238420.142616881
108,984961.4865635099
109,533270.5738297788
110,529576.8464896971
111,494863.55426685663
112,198927.02184323798
113,529341.6016840409
114,844408.5556781046
115,1329926.916905411
116,478902.34894883865
117,137869.1312494406
118,220280.30509821663
119,440496.74704808986
120,846509.514777266
121,412458.1707188436
122,255110.77245281608
123,562076.3344656881
124,852201.3284098067
125,950344.6647149973
126,612039.6049223947
127,418507.7302847111
128,720824.4697880405
129,271244.4915163099
130,41213.04836971575
131,432653.6535648736
132,1015965.6817723484
133,393345.54297553597
134,648141.1570101798
135,287722.2926829407
136,297655.1985060349
137,761474.455436343
138,228736.7504761906
139,330442.0386973261
140,437812.50962500856
141,682155.150786017
142,301336.58985032816
143,460890.23006173864
144,582477.6691069811
145,995191.1088162359
146,816335.7083419105
147,362527.919621196
148,447769.5070805971
149,423581.0064663002
150,434178.43958428234
151,360259.1510370164
152,261649.37481186318
153,1609277.6700083246
154,361217.65401796997
155,210334.69097410614
156,869298.2039443714
157,548212.0074995303
158,269103.36144349934
159,413642.26525937405
160,290758.9081096073
161,516702.1373446764
162,960142.5135680641
163,528933.021367304
164,359327.62607963185
165,430642.9979001987
166,123618.53654520295
167,718223.7890451464
168,781765.4754673406
169,494357.54157689575
170,306589.1512782303
171,377473.31107254094
172,446087.4527974946
173,1093382.3895474705
174,662954.9983862994
175,282552.30760518217
176,302078.52235942276
177,372837.39150380064
178,309967.17888472026
179,430200.7873193646
180,249621.493183512
181,629387.7705258843
182,733155.7951313838
183,80960.66190485837
184,823085.2032735826
185,1205250.8683092012
186,335640.5907572226
187,499221.22488876013
188,424808.8774557996
189,623754.5078480955
190,446234.8589510565
191,128830.03634210414
192,686031.9285812689
193,634602.3362852612
194,362593.84083484754
195,320993.15216390544
196,555823.6442214727
197,478849.4795175453
198,326808.72501230927
199,225709.3615500871
200,166591.85099961056
201,390955.12272140104
202,351127.74312600505
203,193106.92436599144
204,100917.38787133439
205,717150.4546239962
206,641155.6593360105
207,379761.89247364225
208,117477.65095951967
209,651001.9081845031
210,222766.08309407643
211,314605.6159207566
212,630193.645382323
213,625484.030414717
214,435717.47844628803
215,172176.74152527802
216,1110024.9074616092
217,475186.9756159043
218,1142609.7222843505
219,587838.6615182309
220,778046.0580418407
221,264562.0431252861
222,689060.6924696594
223,544715.6794745142
224,285808.6773478382
225,394038.19213219464
226,440232.43375589245
227,245221.06733972573
228,279336.1019325964
229,330476.29502242873
230,1265312.61770894
231,563766.4428229438
232,485679.9715566434
233,147711.0617462641
234,619525.1322253969
235,1127976.0576261603
236,356557.94887172454
237,597737.7274683885
238,1129681.0953387977
239,1035522.2813250826
240,270228.3512446176
241,180027.35663743346
242,495860.6450799386
243,152448.14107772766
244,613172.3979910169
245,681297.431198614
246,1611363.5445106407
247,149062.09162352426
248,310561.2434601202
249,482372.1144079749
250,322304.27968150773
251,742314.5660589609
252,244256.11389010143
253,291483.8719930187
254,263685.4189351645
255,732862.3793684354
256,489886.2666161428
257,300912.1506708428
258,89844.52231780329
259,618030.5370764884
260,635090.8066402691
261,210011.13649853063
262,701266.4714788817
263,133663.25959505083
264,976243.3316565742
265,278323.91543169785
266,276992.58654171956
267,414685.07475689077
268,441497.71818378265
269,1663636.8682766017
270,1611084.6662081657
271,451575.01840709837
272,310399.03771473037
273,205281.92363155627
274,337225.4929335107
275,543438.322189701
276,625276.9685125628
277,970738.3434147037
278,383719.19835918036
279,540696.8929493637
280,439389.8755152541
281,165447.36931937578
282,1289988.4228560603
283,909143.7557495747
284,767681.968894437
285,620623.7939027979
286,543284.8794331163
287,437364.66090051434
288,583547.2627755164
289,462462.4133358924
290,350024.8097943474
291,884384.8257116474
292,512249.4144923523
293,712641.8512874496
294,876094.3812422218
295,916557.196193535
296,137302.21427005075
297,616660.5288558846
298,440924.81007724896
299,365552.94616382965
300,1980187.7266403153
301,526421.5715708603
302,608225.7899236624
303,343222.7842703804
304,414384.45691876614
305,700730.0565111227
306,611892.8104233028
307,537367.5064327013
308,427632.74029061303
309,846105.6539536155
310,881200.1321678144
311,245377.44883966737
312,1473288.1237886543
313,1369198.2229763288
314,1369198.2229763288
315,386411.7142987298
316,825631.0979571089
317,403786.74458164116
318,584867.7960040577
319,34386.728028126265
320,743844.5032699304
321,509112.99468134297
322,122207.37031528761
323,248184.85994528385
324,328640.38848410186
325,328640.38848410186
326,928222.7947849092
327,833546.0416576957
328,145003.1130082677
329,760150.1432008051
330,933722.055652751
331,301341.3447522656
332,339316.7908948598
333,469423.45744827075
334,797958.2169656355
335,196107.29365100677
336,835439.2015433863
337,618889.4319113414
338,477075.94919855485
339,279554.5707897599
340,654246.1007606257
341,734493.2839240611
342,700252.5810247965
343,81048.85523594933
344,484924.3500560927
345,46485.06630056127
346,46485.06630056127
347,234327.95629132388
348,209236.11289626482
349,543376.7721432954
350,-44229.02214581898
351,730278.4964850716
352,332471.59156793787
353,681372.7948379201
354,216031.794968448
355,469231.1391693392
356,190923.85809341975
357,432260.14991271344
358,520373.76642901904
359,752759.3970818932
360,333320.50357241416
361,686889.6781887407
362,210837.3276889969
363,519234.3987090484
364,846689.1741709019
365,202723.32404121326
366,628750.9079533967
367,983038.6510680028
368,579739.3113930793
369,355404.5656925702
370,252365.05542248557
371,627889.2984594937
372,627889.2984594937
373,700257.7274505735
374,254132.185735167
375,856497.042883349
376,512596.45679157414
377,181420.1824100865
378,518419.0411044215
379,513884.5986413477
380,453088.5137649389
381,1180198.7042390793
382,449341.33474815486
383,634474.2532708122
384,1402273.650275068
385,675536.7058834475
386,416900.71634540975
387,280452.6218748341
388,430723.0298222422
389,505906.55379017536
390,304924.8065237867
391,711952.2553850414
392,468674.0135575916
393,953109.5868437049
394,1179233.1696096645
395,555839.7065856004
396,586593.890072093
397,496439.31525873684
398,652324.1862157928
399,270663.38206194737
400,428308.94678586605
401,471595.1273018925
402,444875.26525459776
403,341039.3516642483
404,211958.83101640083
405,503639.2530608688
406,368413.9701969158
407,125896.89996998501
408,374735.6696493898
409,1030510.9692542081
410,247322.0741481427
411,-160326.50579272996
412,879582.149933559
413,701643.8426325801
414,664013.0757544235
415,709356.1822118945
416,368210.75214726676
417,599145.4630948403
418,505893.83096699265
419,1622667.977302426
420,401532.64267544134
421,495738.9585481025
422,555235.919894765
423,540790.7885693351
424,425919.4374722865
425,212188.08520095213
426,419751.3517002482
427,731022.9578169303
428,394693.3556945162
429,446884.6824525504
430,542035.9622680551
431,1304205.0700201616
432,871690.4440447273
433,198728.28182028804
434,691736.87765486
435,600986.4942099366
436,1182105.4168044329
437,1001517.6732476488
438,414650.2877379289
439,602367.6334349356
440,357736.3671149459
441,396317.0938571078
442,540425.9565125718
443,7315.375853098201
444,182713.51720776065
445,521007.3900960991
446,959168.963389381
447,411812.1819601478
448,522148.0844618521
449,835107.39561232
450,1452220.5315273628
451,459000.0302052025
452,72919.93309996324
453,639605.8217818432
454,581495.9141018094
455,892919.5581941247
456,651878.1180223232
457,1309277.7017373354
458,950944.5883069228
459,175766.04545794037
460,979122.6368157204
461,550388.0735575885
462,227691.18723110337
463,572233.76713383
464,266912.52255829464
465,58293.988533577096
466,469553.8964803197
467,310501.19326168275
468,505011.93403861497
469,337692.4805463451
470,368798.67715691356
471,1134875.9446798083
472,1314101.14852203
473,1206797.5882727308
474,808108.787748257
475,277940.1513913147
476,555973.3742618478
477,366370.69938102993
478,139740.58677535813
479,873871.0546906436
480,385809.7105574177
481,534840.6727095852
482,880539.1357614441
483,436385.6509971592
484,1123911.2514866185
485,452406.37268663524
486,1259260.9912978509
487,295470.0685946303
488,688754.8431937626
489,858725.7717282603
490,393814.3821759168
491,378026.38037591684
492,241251.73527735862
493,702016.1696852356
494,445279.8322775436
495,354441.27907770104
496,779012.2527370239
497,765958.1573957743
498,610853.1605335787
499,353307.64988932176
500,708750.0787746145
501,516734.19104045955
502,471034.5830521401
503,887946.3692003688
504,356896.9032852651
505,154692.4869802434
506,490257.5950249983
507,339095.18529856636
508,477794.84328612615
509,1145833.5978821293
510,631369.8133966603
511,519876.0682518984
512,1096036.7981826416
513,382613.8317311829
514,515782.5816124319
515,449686.106643663
516,346617.9631464067
517,729968.5599529092
518,1369022.0396736828
519,743384.0780439922
520,178135.19080961065
521,105469.47332627227
522,580018.7797936759
523,249056.03690352046
524,166321.67884546117
525,482352.65489968157
526,616648.7070542112
527,1667369.737372769
528,352915.0014130648
529,760337.9288477647
530,258776.98852117592
531,142261.68468254618
532,1244000.338737276
533,135732.9577915751
534,11309.38062507927
535,292652.23367495066
536,430052.0865988403
537,672912.8647433959
538,137359.05515515804
539,389062.5832765049
540,2291418.198428497
541,216678.88946620724
542,506247.500983182
543,578854.5659633796
544,491094.46780530433
545,1144120.5990910958
546,783460.9858508077
547,336623.2206584237
548,409566.39584128023
549,244452.74367856112
550,701486.4881643687
551,1520424.1566809174
552,532274.809429588
553,168723.50883350347
554,523234.6743766115
555,901567.5659043904
556,1326146.7303501698
557,150765.72744732111
558,619567.1217506052
559,246544.08403660613
560,337784.1045722888
561,374294.24906168075
562,778543.1447814152
563,1080151.6956415866
564,508419.3753334356
565,381415.2538464853
566,130200.73053680314
567,648008.8021623024
568,566530.5999783895
569,340434.3265804292
570,168599.74486594636
571,902948.6035157415
572,611901.2515655844
573,859141.8800621574
574,189394.51916365384
575,220759.7199864441
576,254322.06152667082
577,1402690.799214284
578,658168.9896008425
579,138831.48583134433
580,654010.1351874956
581,369253.3212642801
582,872398.2483483065
583,538382.062468599
584,190370.40516904322
585,170263.9289442785
586,838577.7503883683
587,1113139.7622691076
588,457049.935810291
589,685839.7234459347
590,307885.9498423764
591,204150.00760536408
592,319819.2953720457
593,162652.44687343139
594,234152.4532359069
595,149452.2256762848
596,367357.7836074347
597,876179.7460221195
598,791325.2441518978
599,933867.5931219036
600,485447.38907769555
601,473576.48041455913
602,108034.61289263965
603,368046.35509097413
604,297481.8322335815
605,719680.9868126131
606,439418.4237036499
607,343487.0361771954
608,193674.40833251073
609,821413.3019181014
610,332190.2457122343
611,653617.7244411713
612,518295.9777140148
613,686915.2430381117
614,194670.694466969
615,493022.5381044218
616,379845.0931431728
617,489201.9438579724
618,118643.3317024755
619,232600.3996119703
620,331724.1674435772
621,454389.39847716934
622,213199.44952048804
623,623454.3417778753
624,285741.7099689131
625,106749.8075296299
626,448831.1783818753
627,740588.1545781719
628,328929.10928528744
629,738030.604072019
630,-99875.55012464357
631,572035.2787868794
632,488752.2541755226
633,1051152.722759924
634,468879.40303229506
635,298687.03841014183
636,133739.7958773512
637,286107.75004062924
638,389670.459065877
639,984440.786282329
640,318942.23361009394
641,327262.2416962512
642,947676.7005319883
643,525828.3070346781
644,382073.93353329913
645,198884.65971689572
646,513527.56994098274
647,497185.9439067432
648,118698.36595356098
649,203174.24915532197
650,113190.20059449365
651,584161.9433482977
652,502468.81718610914
653,650189.07688077
654,185353.79579691583
655,1108592.5425735782
656,1861371.9368115468
657,246063.27606995188
658,636667.5165611434
659,435259.4837419279
660,87604.11328061129
661,440743.8049644135
662,480656.91757817916
663,258548.20411986503
664,331166.3222057625
665,216425.9912524271
666,328054.69731913507
667,635704.405267049
668,509625.79971675505
669,968250.717623198
670,474054.73220396007
671,515237.80768102326
672,664967.0469458827
673,854841.0874222432
674,399375.98675499775
675,517762.7540983149
676,294347.0405930356
677,256694.7188588347
678,588314.0266918186
679,1200610.2360860985
680,215177.22920643113
681,628672.267427956
682,733115.6868054786
683,475040.5053878664
684,432464.373938694
685,703833.306866541
686,556415.5720835384
687,427714.3325404265
688,304362.95177334273
689,408286.4800059276
690,552793.6157681611
691,1290155.305797019
692,507783.2558105894
693,308728.27694030217
694,784520.026438119
695,200707.23931753798
696,691268.6222419674
697,160752.77670749323
698,210504.66272532078
699,608782.5585819812
700,463175.09835226194
701,123655.15809630061
702,430966.14901992236
703,528240.0122990607
704,57403.33958823819
705,227102.5674770209
706,449305.11914590467
707,862993.9874220417
708,259610.48288507253
709,861182.0976960169
710,465433.0822853772
711,252446.56308814912
712,613991.662732934
713,164104.73303372395
714,422944.79548639234
715,306541.9899988683
716,395919.490275212
717,656015.8817033713
718,656015.8817033713
719,88619.77222658903
720,204702.0649395979
721,545627.388311432
722,1542634.8435074957
723,548316.1384284646
724,369968.7494688893
725,311459.5766301937
726,300481.79462480673
727,297927.26685882494
728,235658.04874954722
729,1283714.991591218
730,702048.3723878548
731,161654.83789847954
732,565554.1849405625
733,817010.2878440375
734,428171.9987313289
735,452222.2950791881
736,622348.4716259215
737,540291.9625968639
738,1118591.3896591668
739,257560.45612625242
740,413593.491242051
741,407122.6458819631
742,682771.597094554
743,316224.0121002809
744,394555.95847499464
745,786209.4490226394
746,514800.17045285564
747,575873.0378495486
748,698330.8648823816
749,381303.66485510813
750,256777.05990116077
751,868443.6789831711
752,406951.7014147948
753,629569.9464808381
754,580540.3599199945
755,247945.5227861909
756,1056134.2328712433
757,1351435.8782137637
758,801263.1851699541
759,731845.5954306639
760,551042.315705856
761,285183.6249352127
762,284188.93336141924
763,368232.4733888728
764,512846.0703565123
765,528134.368998024
766,692489.9962745353
767,148375.33410471957
768,704813.5480047759
769,825866.2475239423
770,548570.3965573454
771,278275.7158230155
772,495959.85459335695
773,581302.0011666546
774,352453.6397815106
775,620273.6475911809
776,354699.8797862235
777,542101.9256500717
778,539123.6501010013
779,1579442.0508800913
780,254629.60391078843
781,514227.2156664162
782,318980.51142635726
783,626424.7480491026
784,884213.8027143568
785,410048.36162003863
786,408424.80955196
787,340884.0253818156
788,341625.8735121386
789,393864.5135157099
790,438091.26071964204
791,775828.5918514339
792,1193310.128395236
793,126363.03327863163
794,74521.15968099836
795,428098.33250961127
796,811949.963560324
797,630916.6515731919
798,429412.65478361456
799,1433636.347674855
800,550622.5613164544
801,1086489.3001358025
802,540898.4372078703
803,838839.9410741129
804,206507.1738885491
805,433808.59560193424
806,312051.06329488
807,673954.8531106799
808,562820.6163793916
809,373640.77437963686
810,367163.2619093709
811,317498.92537026986
812,279091.46892169345
813,580965.0401977518
814,1450227.7794429963
815,431640.1462539688
816,193936.2388192925
817,255001.3430019688
818,649636.514557815
819,55713.12745655418
820,44520.56111928099
821,361061.9203332525
822,1098744.3451847862
823,526073.1639659435
824,526073.1639659435
825,83711.89687553846
826,681602.0288721297
827,109581.19978675764
828,383602.28634262807
829,588921.015701423
830,806496.6336174426
831,423418.0670124424
832,431546.0168471236
833,585632.4900980833
834,184123.0766308104
835,338302.50832051144
836,405008.28359227884
837,405008.28359227884
838,640730.7069720728
839,385441.30259261525
840,263845.62827969156
841,290240.23488954647
842,612964.2769085522
843,371165.0026351686
844,490759.17344352196
845,442080.8508274311
846,579136.5967291929
847,1080132.1647498286
848,380821.2400373232
849,385213.59861542296
850,427485.86945233995
851,185893.13560281746
852,325263.51009009645
853,651035.1494706187
854,321736.4418444596
855,241432.22429342673
856,235956.47934746405
857,662239.0113075668
858,507397.6085562807
859,161520.53297009412
860,-91356.79611025823
861,302637.4018009487
862,528260.5373238609
863,760703.0417228275
864,300825.7443496544
865,185005.5503006325
866,650666.8768984122
867,377832.9430474661
868,494328.6368740626
869,333507.41624108504
870,530516.5284286647
871,440789.4176171861
872,930868.9467430202
873,948784.4307705028
874,957258.8767167021
875,836584.7369859334
876,277693.6225729224
877,534941.2828824378
878,76443.59089377493
879,172477.69309171027
880,425859.81981525396
881,374627.1496156554
882,312504.7011105704
883,664367.8443378565
884,819938.4218655898
885,776163.4154763661
886,644568.733705518
887,256243.65081479616
888,410373.3422668647
889,634305.9502905599
890,837060.4692794948
891,658340.2639115873
892,533069.709427427
893,202370.5052659586
894,176853.45988306886
895,393274.84570327937
896,813804.5332830289
897,815586.4064404349
898,647771.79031961
899,143615.3905217633
900,806603.2120964121
901,850866.5083459542
902,910764.4229882295
903,286656.5085414314
904,281069.4750061005
905,481256.3790750308
906,191116.24621136393
907,333228.63726011326
908,509532.4882156196
909,343496.7409659027
910,261500.66020058887
911,616310.4244012708
912,203058.99927564088
913,444860.9260411655
914,383153.5526685744
915,575842.8041749431
916,436669.31889441935
917,402076.17506985634
918,218852.8240596138
919,395344.790829081
920,181630.71354942117
921,360317.6046360303
922,227675.30148870178
923,734069.5619170745
924,570015.413633221
925,816832.3311267185
926,300071.27840247157
927,726757.0421321288
928,428767.5039218257
929,422991.37491124414
930,198966.17473886622
931,533884.5249203646
932,79472.52584812435
933,119737.68428421131
934,718308.3534218451
935,1267648.3203565283
936,475187.9525034904
937,341784.79886770505
938,266293.34466282564
939,287030.54489951825
940,621784.6497364653
941,340811.92824510904
942,607892.782619649
943,1019164.6109217535
944,938238.5984796992
945,428416.31064153626
946,249323.02298067405
947,746253.9127461858
948,370248.8738180472
949,1067458.1626524483
950,211818.00827488408
951,558989.60981914
952,396473.53922187595
953,724401.8092906091
954,845179.235466817
955,910790.9206838018
956,581404.8104289017
957,384750.5347407976
958,417135.5075426649
959,404593.33199335553
960,763508.9701438348
961,225950.983239359
962,463083.3633225912
963,199218.05701554724
964,791707.5267069937
965,399745.2161035873
966,211044.18089749909
967,582805.9414296205
968,422891.1731368677
969,685273.8901181363
970,516803.7857130001
971,174992.79506838683
972,535581.9893034045
973,409900.99486236344
974,819351.5234104403
975,668638.8708161637
976,574373.3009593987
977,167349.70292351767
978,255923.71212625218
979,245600.13459536684
980,466593.56377735455
981,828040.116399432
982,367470.79183866363
983,361505.01878760895
984,270397.9579474928
985,304871.45474039804
986,168668.5146118647
987,215713.1773431198
988,321696.22812214674
989,433514.45180724957
990,620114.23796488
991,678825.6268115761
992,908752.5959339585
993,220794.1546585444
994,101961.66185973381
995,236128.5134086617
996,280511.1906908927
997,422078.53486882825
998,199029.65860007878
999,391240.0242981904
1000,702205.5674147716
1001,295476.1902125012
1002,234811.81459625653
1003,530818.8637683807
1004,71080.85192507057
1005,571699.4056235643
1006,502412.87936724257
1007,611824.5240659574
1008,382225.1346969267
1009,304651.8173261122
1010,580661.8726860889
1011,520481.22037678934
1012,821498.9395790787
1013,596664.6100369423
1014,438482.2525844872
1015,148600.40934785752
1016,453567.9524889833
1017,518560.26832229155
1018,246346.76810571796
1019,329416.9067213546
1020,986194.7106747931
1021,155093.47005062166
1022,324013.7000090248
1023,432271.7136457389
1024,373372.1405067163
1025,314478.1810385422
1026,273960.28480277176
1027,404250.9246676293
1028,223674.54727422254
1029,472555.6178627255
1030,395104.31392490957
1031,1272481.7615207592
1032,534841.2614209193
1033,358761.40883941844
1034,1025821.0966552842
1035,1206843.4675941137
1036,350608.90992031293
1037,348737.3256242507
1038,308052.83221957105
1039,384430.16469178116
1040,347030.63876812963
1041,471131.7632034768
1042,639652.2447520623
1043,127612.88040296605
1044,474391.155247531
1045,277629.70068804454
1046,685949.6471668605
1047,466965.9002796274
1048,609647.9712557406
1049,743022.3752237373
1050,350632.8821802841
1051,713210.2143026332
1052,1078577.8173142527
1053,712017.1313822572
1054,666053.7985700701
1055,1497576.8863363015
1056,385336.1027992744
1057,413935.8045168123
1058,579470.6474581051
1059,452823.55756271817
1060,303323.02280375425
1061,1062884.531125478
1062,965999.8213440209
1063,197715.32613688067
1064,478323.1645649406
1065,630679.4117016052
1066,86953.32135181036
1067,291676.6460181107
1068,265403.9408988317
1069,351148.7661023617
1070,574378.9722070652
1071,334898.51371507137
1072,1044426.8887402838
1073,840504.1067336403
1074,456114.12401757983
1075,567611.1848378081
1076,429887.5374334721
1077,330179.6941905548
1078,481979.5561799543
1079,276585.11463096575
1080,256410.85809824383
1081,1110934.0289099663
1082,728750.3957142619
1083,665912.4916134103
1084,683183.4829390027
1085,451414.93148039887
1086,451414.93148039887
1087,252127.08881468978
1088,828697.6172472155
1089,447833.1785058151
1090,896775.9750171948
1091,318351.27242859476
1092,596641.8125513608
1093,739987.4062178349
1094,502243.77396189724
1095,341424.67238084646
1096,-57308.705782542005
1097,394322.2508938053
1098,256270.00277001434
1099,75113.28204814973
1100,1584778.4973475435
1101,618155.524446054
1102,250148.48728957004
1103,164091.78014980588
1104,753869.026123917
1105,506965.8089601133
1106,912866.6331118628
1107,655705.8726297922
1108,228920.95405184454
1109,600214.6647698414
1110,368851.9451356933
1111,341661.50234182156
1112,588367.6081969228
1113,765807.7733741704
1114,458899.9086122287
1115,187013.74900835607
1116,514193.5251214416
1117,951017.1180582835
1118,324517.5967984461
1119,722170.72858524
1120,88842.33982166223
1121,101926.71593197383
1122,1132754.367416577
1123,1134794.6404168066
1124,494947.1185338043
1125,374199.8711749923
1126,228874.19535958295
1127,286418.2751312587
1128,440425.8833997325
1129,440425.8833997325
1130,462108.7736113869
1131,817389.1839555718
1132,245761.37371708383
1133,1211319.5499726753
1134,295337.5567430908
1135,618542.690792272
1136,403362.43035060924
1137,-85487.98456503577
1138,21478.45184724091
1139,1040450.5501629693
1140,656898.5385069693
1141,267370.30122372904
1142,459215.083338315
1143,880564.6525584696
1144,195448.97683361283
1145,295285.9225653394
1146,458943.77737812465
1147,599451.4676075374
1148,738346.7874962862
1149,-379639.5630505176
1150,430100.2630136125
1151,470867.2905419546
1152,1665011.4904383365
1153,307668.37550379767
1154,899116.638316874
1155,360187.6722983718
1156,344650.7401320244
1157,1193170.2205771091
1158,406751.46017946117
1159,266318.17035241186
1160,411550.55315985833
1161,1241716.7415162208
1162,583317.8792929901
1163,849319.7992483644
1164,2884241.9526899606
1165,522964.10690597526
1166,510104.00161614316
1167,162447.3360485499
1168,747212.1633239452
1169,448527.37069742405
1170,896271.1779270201
1171,1272505.9939758852
1172,541381.2717079546
1173,188754.80685837008
1174,458224.3057131774
1175,426636.1652783543
1176,819315.1221441362
1177,377478.00713524455
1178,675266.2796659899
1179,936984.2241637955
1180,729942.7161749451
1181,240930.4470921096
1182,852163.7503752216
1183,898144.3649184281
1184,765890.1908937865
1185,547368.7568058916
1186,164379.89220389287
1187,777127.2789380647
1188,404181.91497893597
1189,325929.2296689671
1190,383500.98509363655
1191,159537.94053170545
1192,255758.50964897306
1193,502268.84618498804
1194,316912.92958373704
1195,520310.9685430784
1196,223714.24806014053
1197,305271.83049249917
1198,244634.51600517845
1199,1128934.0165965324
1200,347005.011680132
1201,558188.4732275577
1202,377762.59395085694
1203,377762.59395085694
1204,203115.32754940668
1205,416054.14723027963
1206,340246.84428168985
1207,669191.5533004748
1208,907740.9563815383
1209,680872.20084779
1210,463380.0443635755
1211,707147.3228455011
1212,298089.145131025
1213,178292.5912776098
1214,714027.1702921162
1215,673971.8531227993
1216,356778.03516173165
1217,1362116.2725118445
1218,82978.4475771297
1219,334321.27635228063
1220,902050.3162162121
1221,565478.3519139212
1222,373373.08966140007
1223,490913.12863687205
1224,592930.5811111523
1225,389344.27389582316
1226,163487.50604460918
1227,275641.29606847966
1228,752240.0491539276
1229,495833.40986549214
1230,441321.2420532298
1231,416883.3232275696
1232,444488.9831414452
1233,76805.7089817829
1234,139846.4760351397
1235,139846.4760351397
1236,166146.73569563474
1237,608491.4322065914
1238,724241.9872841836
1239,488073.2144666612
1240,690386.491948313
1241,550826.7810955446
1242,496926.52805810503
1243,89408.24447415321
1244,768793.1091762864
1245,423441.8323844841
1246,1087193.4619097891
1247,1013127.068858344
1248,428100.4818556445
1249,659294.2865871667
1250,345925.97034536453
1251,306156.94948381174
1252,631233.1148620996
1253,575058.5896417587
1254,479784.0580165597
1255,657391.4851004145
1256,381540.42432909424
1257,476066.9262710768
1258,646898.7948142964
1259,249134.39515725867
1260,686616.6461446274
1261,1883661.965244494
1262,538379.8484469728
1263,903540.8474273373
1264,455810.5377109165
1265,369041.9715664452
1266,598073.3493162584
1267,395791.2671013747
1268,467138.14223598095
1269,588383.8698675313
1270,536686.2085024369
1271,593685.5478123598
1272,1085295.9397436506
1273,536320.1108108235
1274,765938.4957137504
1275,231507.22934433428
1276,848652.43774104
1277,708526.6371326407
1278,695805.3740340605
1279,238277.88757585495
1280,462575.07364074537
1281,370542.16867710336
1282,1008200.3492313664
1283,482579.8868856466
1284,294918.809459212
1285,215470.09720329888
1286,525348.2605304089
1287,516816.80844541895
1288,345165.895119897
1289,639981.6120221647
1290,526413.9690576411
1291,184337.12087662204
1292,72622.12014842487
1293,399832.197859372
1294,1299119.4147317056
1295,234658.75508948974
1296,683880.5542425654
1297,368241.57718934945
1298,635565.9926101187
1299,159276.80407137837
1300,438340.5667962143
1301,500902.93741766806
1302,295635.6736650428
1303,457784.42410650686
1304,357606.90708136105
1305,421141.22658238467
1306,723143.7355360215
1307,218047.15874836192
1308,431599.0522999315
1309,405902.6912334565
1310,998583.5158525397
1311,298117.9429398956
1312,716891.2359574314
1313,216162.07872086915
1314,471739.7921873552
1315,2736987.426091411
1316,668342.5395696955
1317,529775.3104184633
1318,154255.61688674986
1319,498783.94407418405
1320,436849.5946094026
1321,365943.02314837417
1322,444438.21955331473
1323,319097.4398518196
1324,320121.69574700814
1325,85134.75985239039
1326,470186.4879124103
1327,352126.54944402026
1328,842072.1685521739
1329,555457.9162927745
1330,547085.4964943315
1331,711889.9303543565
1332,739229.0426389786
1333,645762.5147347789
1334,638915.4881653837
1335,473694.79305072187
1336,506079.57811666955
1337,687681.1348138527
1338,795330.2835215033
1339,590858.3685797283
1340,476899.03876645106
1341,854627.5607928984
1342,838934.2323059553
1343,438614.15774526005
1344,961628.7960381935
1345,287428.5219731258
1346,790265.9612523858
1347,774670.8802279755
1348,617797.8086914156
1349,502360.8297396586
1350,882288.3019771554
1351,318341.17745222227
1352,495395.35717622575
1353,509210.0270966785
1354,348845.6086414431
1355,993353.958945426
1356,535018.8084937637
1357,742824.866318005
1358,346586.6024399882
1359,674121.6694370944
1360,892635.4029391081
1361,1959025.9252504837
1362,648091.2871286955
